work_id,topic_id,title,topic_name
https://openalex.org/W3183825684,0,The effect of wire rupture on flexural behavior of 45-year-old post-tensioned concrete bridge girders,Precast & Structural Performance
https://openalex.org/W3195577699,2,BIM-based mixed-reality application for bridge inspection and maintenance,Construction Maintenance & Management
https://openalex.org/W319728809,3,An Experimental Study on the Reduction in the Flexural Stiffness of Composite Beams under Fatigue Loading,Advanced Materials & Manufacturing
https://openalex.org/W3209954970,0,Development of a BIM-Based Master Digital Model Using Data-Driven Design for the Suspension Bridge,Precast & Structural Performance
https://openalex.org/W32278049,3,"Once again, organometallic tri-halide perovskites",Advanced Materials & Manufacturing
https://openalex.org/W334832556,0,Longitudinal Prestress Losses of Precast Concrete Bridge Deck,Precast & Structural Performance
https://openalex.org/W4230822578,0,Testing a composite box-girder bridge with precast decks,Precast & Structural Performance
https://openalex.org/W4285140913,0,BIM authoring and Data Models for Bridge Maintenance Systems in Korea,Precast & Structural Performance
https://openalex.org/W4285178841,3,Design for Manufacturing and Assembly-Oriented Parametric Modelling of Prefabricated Bridges,Advanced Materials & Manufacturing
https://openalex.org/W4310009741,0,Test Database for Corroded Prestressing Steel Strands Recovered from Aged Bridges,Precast & Structural Performance
https://openalex.org/W4312384721,0,Bridge Management Systems – A Crucial Link to BIM,Precast & Structural Performance
https://openalex.org/W4362570419,0,Digital Fabrication for DfMA of a Prefabricated Bridge Pier,Precast & Structural Performance
https://openalex.org/W4365509783,0,Detection and Length Measurement of Cracks Captured in Low Definitions Using Convolutional Neural Networks,Precast & Structural Performance
https://openalex.org/W4383873797,3,A diffusion-reaction computational study to reveal the depolymerization mechanisms of epoxy composites for recycling,Advanced Materials & Manufacturing
https://openalex.org/W4385989153,0,Bayesian inference of pit corrosion in prestressing strands using Markov Chain Monte Carlo method,Precast & Structural Performance
https://openalex.org/W4386744870,0,Development of BrIM-Based Bridge Maintenance System for Existing Bridges,Precast & Structural Performance
https://openalex.org/W4386745530,-1,Baseline digital twin models for key performance management of prefabricated bridges,
https://openalex.org/W4387697373,3,An Experimental Study on the Deterioration Behaviour of External Tendons Due to Corrosion,Advanced Materials & Manufacturing
https://openalex.org/W4390377736,2,Prescriptive maintenance of prestressed concrete bridges considering digital twin and key performance indicator,Construction Maintenance & Management
https://openalex.org/W4391157089,0,Augmented Data-Driven Machine Learning for Digital Twin of Stud Shear Connections,Precast & Structural Performance
https://openalex.org/W4391176516,-1,Recent BIM Developments and Applications on Railway Infrastructure,
https://openalex.org/W4391804846,0,BIM-based preassembly analysis for design for manufacturing and assembly of prefabricated bridges,Precast & Structural Performance
https://openalex.org/W4394778053,0,The Effect of Bedding Layer on the Strength of Shear Connection in Full-Depth Precast Deck,Precast & Structural Performance
https://openalex.org/W4399765580,3,Integrating Building Information Modeling Data with Algorithm-Driven Design for Manufacturing and Assembly and As-Built Models,Advanced Materials & Manufacturing
https://openalex.org/W4402479942,-1,Linking BrIM to BMS for bridges – validation of concepts,
https://openalex.org/W4402481207,0,BIM-data of baseline digital twins for a new bridge maintenance system,Precast & Structural Performance
https://openalex.org/W4403452765,0,Fatigue Life Prediction for Stud Shear Connectors Based on a Machine Learning Model,Precast & Structural Performance
https://openalex.org/W4405721982,0,Crack Width Investigation of Reinforced Concrete Beam with 3d Concrete Printed Formwork Using Modified Parameters,Precast & Structural Performance
https://openalex.org/W4405782722,0,Development of a Baseline Digital Twin Model as a Prerequisite for the Digital Twin Definition of a PSC-I Bridge with Model Updating Considering Member Stiffness,Precast & Structural Performance
https://openalex.org/W4406219482,0,Assessment Model for the Long-Term Behavior of Psc-I Girder Using a Bayesian Physics-Informed Neural Network,Precast & Structural Performance
https://openalex.org/W4406892815,0,Effects of 3d-Printed Concrete Permanent Formwork on the Flexural Behavior of Reinforced Concrete Beams: Experimental and Analytical Investigations,Precast & Structural Performance
https://openalex.org/W4407086150,0,Simulation-Based Optimization of Crane Lifting Position and Capacity Using a Construction Digital Twin for Prefabricated Bridge Deck Assembly,Precast & Structural Performance
https://openalex.org/W4407625673,-1,Assessment Model for the Long-Term Behavior of Psc-I Girder Using a Bayesian Physics-Informed Neural Network,
https://openalex.org/W4411115753,-1,Digital Twin Models for the assessment of existing,
https://openalex.org/W4411115803,0,Linking BrIM to BMS for bridges – Recommendations for integration into existing bridge management practice.,Precast & Structural Performance
https://openalex.org/W4411158234,0,Digital Twin Framework for Bridge Slab Deterioration: From 2D Inspection Data to Predictive 3D Maintenance Modeling,Precast & Structural Performance
https://openalex.org/W4412813923,0,Inspection Data-Driven Machine Learning Models for Predicting the Remaining Service Life of Deteriorating Bridge Decks,Precast & Structural Performance
https://openalex.org/W4412838813,0,Model-driven design of a prefabricated bridge considering key performance,Precast & Structural Performance
https://openalex.org/W4413122845,0,Inspection Data-Driven Machine Learning Models for Predicting the Remaining Service Life of Deteriorating Bridge Decks,Precast & Structural Performance
https://openalex.org/W4413332495,2,Experimental Data-Driven Framework for Quality Control of 3D-Printed Concrete Permanent Formworks,Construction Maintenance & Management
https://openalex.org/W4413881516,0,Data Delivery for Digital Twin Models of Prestressed Concrete Bridges,Precast & Structural Performance
https://openalex.org/W47649060,0,STRUCTURAL PERFORMANCE OF CONTINUITY CONNECTION FOR DECKED BULB TEE GIRDER,Precast & Structural Performance
https://openalex.org/W67673658,3,Experiments on the Composite Action of Steel Encased Composite Column,Advanced Materials & Manufacturing
https://openalex.org/W750705710,0,Shear Stiffness of Shear connections in Full-Depth Precast Concrete Deck Bridge,Precast & Structural Performance
https://openalex.org/W768043209,0,Determination Method for Longitudinal Prestressing Force in Precast Bridge Deck,Precast & Structural Performance
https://openalex.org/W787643403,3,Experimental Research on I-beam Composite Hollow Slabs,Advanced Materials & Manufacturing
https://openalex.org/W800549331,0,Crack Control of Negative Moment Regions in Continuous Composite Box-Girder Bridges with Precast Decks by External Prestress,Precast & Structural Performance
https://openalex.org/W804107133,0,Evaluation of Static Strength of Mixed Stud Shear Connection in Double Composite Bridges,Precast & Structural Performance
https://openalex.org/W815964794,0,The Static and Fatigue Behavior of Composite Steel-Concrete Beam with Precast Concrete Decks,Precast & Structural Performance
https://openalex.org/W836951016,0,Structural Performance of Longitudinal Joints of Hollow Composite Deck,Precast & Structural Performance
https://openalex.org/W845068382,3,Highly porous Zinc Stannate (Zn2SnO4) nanofibers scaffold photoelectrodes for efficient methyl ammonium halide perovskite solar cells,Advanced Materials & Manufacturing
https://openalex.org/W868657101,0,A Study on the Design of Shear Connector of Continuous Composite Bridge,Precast & Structural Performance
https://openalex.org/W870650459,3,Flexural Design of I-beam Composite Hollow Slab,Advanced Materials & Manufacturing
https://openalex.org/W870762527,0,Static and Fatigue Tests on Composite Bridge using Precast Concrete Decks,Precast & Structural Performance
https://openalex.org/W895511624,0,An Estimation of Ultimate Strength of Continuous Composite Box-Girder Bridge with Precast Decks,Precast & Structural Performance
https://openalex.org/W912544953,3,Evaluation of Structural Behavior of Large Studs Using Partial Composite Beams,Advanced Materials & Manufacturing
https://openalex.org/W916736151,0,Evaluation of the Horizontal Bond Strength at the Interface between Precast Decks and PSC Girders,Precast & Structural Performance
https://openalex.org/W921268467,0,Evaluation of Seismic Performance of Prefabricated Bridge Piers with a Circular Solid Section,Precast & Structural Performance
https://openalex.org/W930276183,3,Fatigue Behavior of Large Stud Shear Connectors,Advanced Materials & Manufacturing
https://openalex.org/W930590827,0,Longitudinal Behavior of Composite Bridge Decks,Precast & Structural Performance
